vendor_name,partner_detail_id,thea_id,po_fill_rate_qty_level,po_fill_rate_ucode_level,on_time_delivery_rate,median_lead_time,perfect_order_rate,expired_near_expiry_items_received,damaged_items_received,pr_count
MANKIND PHARMA LTD,38121,th430,0.00,0.00,0.00,0.00,0.00,110021.00,0.00,0.00
MILTON GENERICS,5658,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GOLCHHA & COMPANY,38103,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MILFORD HEALTHCARE,9354,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Agencies Pvt Ltd (Patparganj)-B2B,13779,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASPIRE PHARMA- JAMMU (AWSPL),31301,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PREMCHAND & COMPANY,38132,th430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAPIL MEDICAL AGENCIES,60654,th430,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00
Parekh Integrated Services Private Limited,9775,th430,0.00,0.00,0.00,0.00,0.00,1533.00,0.00,0.00
KOYE PHARMACEUTICALS PRIVATE LIMITED,7673,th430,0.00,0.00,0.00,0.00,0.00,1965.00,0.00,0.00
SACHDEVA MEDICALS,7825,th430,0.00,0.00,0.00,0.00,0.00,53077.00,0.00,0.00
SACHDEVA MEDICALS,7825,th224,100.00,100.00,100.00,4.00,100.00,0.00,0.00,0.00
DEEP PHARMA,3452,th224,100.00,64.73,96.13,1.00,20.00,0.00,0.00,17.00
DP PHARMA,3739,th224,100.00,49.00,92.02,1.00,21.25,0.00,0.00,37.00
K S AGENCIES,12697,th224,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,108943,th224,100.00,100.00,100.00,1.00,100.00,0.00,0.00,0.00
SHAH AND KOTHARI BROTHERS,1500,th224,100.00,82.35,100.00,5.00,54.55,0.00,0.00,0.00
ZUVENTUS HEALTHCARE LIMITED,60540,th224,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
Percos India Pvt. Ltd.,8769,th224,100.00,100.00,0.00,13.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED (RANCHI),37001,th224,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
Avighna Medicare Private Limited,37111,th224,100.00,100.00,100.00,1.00,100.00,0.00,0.00,0.00
NAMAN PHARMACEUTICALS,772,th224,100.00,90.00,100.00,1.00,50.00,0.00,0.00,0.00
SAMARTH LIFE SCIENCES PRIVATE LIMITED,31870,th224,100.00,100.00,62.50,2.00,60.00,0.00,0.00,4.00
D. C. AGENCIES PRIVATE LIMITED (Vaccine),37555,th224,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
UBIK SOLUTIONS PRIVATE LIMITED (Ethinext pharma),8015,th224,97.93,83.33,100.00,6.00,66.67,0.00,0.00,0.00
MODI MUNDI PHARMA PVT LTD,8245,th224,97.07,50.00,28.57,11.50,25.00,0.00,0.00,0.00
 M.S.D. PHARMACEUTICALS PRIVATE LIMITED,56641,th224,97.01,100.00,73.33,5.50,50.00,0.00,0.00,0.00
SHARMA DRUG HOUSE,37505,th224,95.26,57.62,70.66,1.00,35.29,0.00,0.00,2.00
BRINTON PHARMACEUTICALS LTD.,7675,th224,92.78,88.89,33.33,11.00,33.33,0.00,0.00,0.00
ARYAN WELLNESS PRIVATE LIMITED(GURUGRAM),30727,th224,90.91,100.00,100.00,5.00,100.00,0.00,0.00,0.00
MAHAVEER MEDICARE,3829,th224,90.09,80.77,100.00,1.00,100.00,0.00,0.00,0.00
MEDI LINKERS,2730,th224,86.86,66.67,90.00,6.00,33.33,0.00,0.00,0.00
AMAR DRUGS DISTRIBUTORS,4728,th224,86.79,79.07,99.57,1.00,61.76,0.00,0.00,14.00
LAXMI MEDICOS,1021,th224,86.32,82.98,100.00,2.00,66.18,0.00,0.00,10.00
D C AGENCIES PRIVATE LIMITED,1989,th224,85.81,82.44,85.88,7.00,27.87,114.00,0.00,184.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,108786,th224,85.45,83.33,100.00,0.00,100.00,0.00,0.00,0.00
TANDON MEDICARE,852,th224,83.53,54.55,95.35,1.00,62.50,0.00,0.00,9.00
E Mega Mart India (Ethinext Pharma),6803,th224,82.86,90.00,68.12,7.00,58.33,0.00,0.00,0.00
USV PRIVATE LIMITED,1943,th224,82.74,89.47,64.22,9.00,47.62,0.00,0.00,12.00
Beiersdorf India Private Limited,29200,th224,82.60,86.96,34.29,10.00,16.67,0.00,0.00,0.00
SHRI SHYAM ENTERPRISES,754,th224,82.27,57.85,97.72,1.00,10.20,144.00,0.00,52.00
BOEHRINGER INGELHEIM INDIA PRIVATE LIMITED,30192,th224,82.10,78.57,91.49,6.00,30.77,0.00,0.00,0.00
CADILA PHARMACEUTICALS LIMITED,31388,th224,80.95,42.25,36.84,10.00,6.25,0.00,0.00,2.00
GAUTAM ENTERPRISES,28970,th224,80.77,68.81,96.90,6.00,26.67,0.00,0.00,62.00
PIRAMAL PHARMA LIMITED,37337,th224,80.34,75.44,86.00,6.90,6.25,0.00,0.00,1.00
 PSYCHOTROPICS INDIA LIMITED,45589,th224,80.00,60.00,100.00,6.00,0.00,0.00,0.00,0.00
SAFELIFE PHARMA SPECIALITY PVT LTD,4869,th224,79.89,94.12,100.00,1.00,70.59,0.00,0.00,2.00
Riaan Wellness Private Limited,9175,th224,79.37,66.67,100.00,6.00,0.00,0.00,0.00,0.00
AMARJEET MEDICAL HALL,30308,th224,77.23,82.43,99.65,1.60,45.38,80.00,0.00,65.00
KAASHVI ENTERPRISES,29481,th224,75.42,100.00,100.00,6.00,36.36,0.00,0.00,0.00
Matrix Healthcare,11051,th224,75.00,100.00,100.00,7.00,75.00,0.00,0.00,0.00
VAS PHARMACEUTICALS,11754,th224,74.77,53.15,49.15,6.00,7.20,32.00,0.00,58.00
DR REDDYS LABORATORIES LIMITED,2645,th224,73.77,74.38,94.75,6.00,0.00,0.00,0.00,41.00
LOREAL INDIA PRIVATE LIMITED,32689,th224,73.68,71.43,100.00,1.00,25.00,0.00,0.00,0.00
VINAYAK PHARMA,37554,th224,72.82,77.19,98.97,5.00,34.48,0.00,0.00,5.00
JEPLUS HEALTHCARE PRIVATE LIMITED,91829,th224,71.83,62.26,97.62,3.00,46.67,0.00,0.00,3.00
RAHEJA ENTERPRISES,2498,th224,71.56,80.00,90.48,6.00,40.00,0.00,0.00,0.00
NEELKANTH PHARMA LOGISTICS PRIVATE LIMITED,37517,th224,71.48,84.56,97.25,1.00,35.80,0.00,0.00,97.00
AKNA MEDICAL PRIVATE LIMITED,37485,th224,71.43,66.67,100.00,0.00,0.00,0.00,0.00,1.00
AVADH MEDICAL AGENCIES,37159,th224,71.43,53.26,100.00,1.00,37.50,0.00,0.00,22.00
TAS MED (INDIA) PVT.LTD.,38034,th224,71.00,75.00,100.00,1.00,0.00,0.00,0.00,0.00
Amar Medical Store,812,th224,70.26,70.13,99.27,1.00,43.81,0.00,0.00,76.00
Zydus Wellness Products Limited,2117,th224,70.23,68.52,100.00,7.00,6.25,0.00,0.00,0.00
IMPEX HEALTHCARE PRIVATE LIMITED,37621,th224,70.19,76.47,100.00,1.00,0.00,0.00,0.00,0.00
SHREE ASHTA VINAYAK ENTERPRISES,8324,th224,69.87,100.00,100.00,8.00,0.00,0.00,0.00,0.00
KALOR TRADING COMPANY,31411,th224,69.71,28.57,58.82,6.50,18.75,0.00,0.00,1.00
UNIVERSAL NUTRISCIENCE PRIVATE LIMITED,29793,th224,69.46,72.73,62.50,7.00,25.00,0.00,0.00,0.00
KNOLL HEALTHCARE PRIVATE LIMITED,6437,th224,68.77,88.89,100.00,1.00,60.00,0.00,0.00,0.00
JOLLY ENTERPRISES,2186,th224,68.10,72.22,99.39,1.00,43.64,0.00,0.00,10.00
ABBOTT INDIA LIMITED,2168,th224,67.75,66.85,100.00,6.00,12.00,0.00,0.00,27.00
LUCKY PHARMA LOGISTICS PRIVATE LIMITED,29672,th224,67.31,72.75,98.54,1.50,37.02,21.00,0.00,191.00
Bantom Laboratories Private Limited,30468,th224,67.10,71.43,73.58,7.80,31.25,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37513,th224,66.67,36.84,100.00,0.00,0.00,0.00,0.00,0.00
MEDCURE PHARMA,12879,th224,66.59,67.89,95.07,2.00,38.89,0.00,0.00,21.00
City Mediways,1116,th224,66.50,68.89,98.91,1.00,29.82,0.00,0.00,24.00
Unique Traders,837,th224,66.50,46.40,100.00,6.00,24.14,0.00,0.00,8.00
JAI KRISHNA PHARMA,789,th224,65.23,53.17,98.03,1.60,7.29,0.00,0.00,53.00
NAGPAL PHARMA,37511,th224,64.88,68.64,75.58,1.00,25.00,0.00,0.00,2.00
LEVIKAS ENTERPRISES PRIVATE LIMITED,45427,th224,64.80,72.01,97.97,2.00,39.17,102.00,0.00,25.00
ACORNS HEALTH SOLUTIONS PRIVATE LIMITED,31060,th224,64.70,74.90,98.99,2.00,43.12,0.00,0.00,44.00
ChandraSekhara Pharma Private Limited,45426,th224,64.66,66.28,95.74,2.00,42.74,0.00,0.00,34.00
Bhagavati Marketing Corporation,3004,th224,64.52,66.67,100.00,6.00,40.00,0.00,0.00,0.00
Deergh Ayurveda,12348,th224,63.71,81.82,37.50,10.00,18.18,0.00,0.00,0.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th224,63.50,25.30,100.00,1.00,16.67,0.00,0.00,0.00
SHRI BALAJI ENTERPRISES,11881,th224,63.49,77.40,91.85,5.00,30.56,0.00,0.00,21.00
LKS  Pharma Distributor,13702,th224,63.38,58.33,77.82,1.00,8.33,0.00,0.00,21.00
M/S M.M.REMEDIES .PVT.LTD,90962,th224,62.96,62.96,100.00,0.00,0.00,0.00,0.00,1.00
Tanyaa Modern Trade Private Limited,2901,th224,62.17,55.81,91.67,7.00,6.90,0.00,0.00,7.00
MADHUVAN MEDICOS,37160,th224,61.94,59.62,96.42,2.00,11.79,4.00,0.00,110.00
MANKIND PHARMA LIMITED,29860,th224,61.34,62.35,63.43,8.20,9.09,0.00,0.00,9.00
Sanyog Enterprises,905,th224,61.29,66.74,98.35,4.10,33.33,30.00,0.00,96.00
Mediworm Private Limited,777,th224,60.87,60.97,48.79,5.00,3.70,441.00,0.00,76.00
Abbott Healthcare Private Limited,2034,th224,60.85,53.60,100.00,4.00,4.00,0.00,0.00,17.00
MEYER ORGANICS PRIVATE LIMITED,37124,th224,60.60,57.89,98.08,6.00,25.00,0.00,0.00,1.00
NEPTUNE PHARMA,969,th224,59.82,83.33,100.00,1.00,37.50,0.00,0.00,0.00
NEELKANTH PHARMA LOGISTICS PRIVATE LIMITED,31845,th224,59.24,65.29,97.21,2.00,23.68,52.00,0.00,337.00
Naresh Distributors,91902,th224,59.08,41.77,100.00,4.00,33.33,0.00,0.00,1.00
HIMALAYA WELLNESS COMPANY,31058,th224,58.12,70.45,100.00,2.00,50.00,0.00,0.00,0.00
RAPTAKOS BRETT & CO. LTD.,8197,th224,57.79,80.00,58.21,10.00,18.75,0.00,0.00,1.00
MULTI PHARMA COMPANY,29974,th224,57.49,60.18,91.06,4.00,19.05,0.00,0.00,2.00
AMIT MEDICAL ENTEPRISES,1153,th224,56.85,80.00,100.00,4.00,25.00,0.00,0.00,1.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th224,56.72,82.31,70.30,1.10,18.84,0.00,0.00,100.00
WELLNESS INDIA,37850,th224,56.54,67.80,100.00,8.00,25.00,0.00,0.00,2.00
ZYDUS HEALTHCARE LIMITED,30369,th224,56.37,45.65,66.55,8.00,16.00,0.00,0.00,5.00
ANUPAM PHARMA,4117,th224,56.02,66.06,59.48,8.00,4.00,10.00,0.00,9.00
BHAGAT ENTERPRISES,1134,th224,55.98,62.04,42.18,5.00,18.10,0.00,0.00,20.00
SHANKH ENTERPRISES,30253,th224,55.20,78.87,79.83,3.30,20.00,0.00,0.00,27.00
HARKANTH MEDI PRIVATE LIMITED,30316,th224,55.10,67.87,98.80,1.00,13.41,0.00,0.00,7.00
NARULA CHEMISTS (AGENCIES),771,th224,52.13,50.47,89.73,3.80,7.85,71.00,0.00,170.00
 MERHAKI FOODS AND NUTRITION PRIVATE LIMITED,91890,th224,50.00,50.00,100.00,1.00,0.00,0.00,0.00,0.00
ZUVENTUS HEALTHCARE LIMITED,38070,th224,50.00,100.00,100.00,1.00,0.00,0.00,0.00,0.00
Hariom Marketing,1994,th224,49.64,62.16,100.00,4.60,0.00,0.00,0.00,1.00
SANOFI INDIA LIMITED,59977,th224,48.48,45.45,100.00,6.00,10.53,0.00,0.00,4.00
Amrutanjan Health Care Limited,2326,th224,48.18,85.71,100.00,5.00,37.50,0.00,0.00,0.00
Global E Retailers,13753,th224,47.73,25.00,100.00,9.00,0.00,0.00,0.00,0.00
Rajesh Traders,929,th224,46.36,59.35,53.80,6.00,59.32,0.00,0.00,10.00
S N PHARMA,2004,th224,43.67,45.27,85.40,2.00,8.70,2.00,0.00,12.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th224,43.04,60.87,100.00,1.00,33.33,0.00,0.00,4.00
MACLEODS PHARMACEUTICALS LIMITED,2636,th224,42.64,66.11,62.61,7.00,25.00,0.00,0.00,2.00
THE DRUG HOUSE,747,th224,42.13,44.19,65.14,4.00,36.71,0.00,0.00,35.00
HASMUKH AGENCY,4427,th224,41.86,60.00,48.00,7.50,15.38,0.00,0.00,1.00
SRIVASTAVA ENTERPRISES III,9109,th224,41.32,32.83,47.04,5.00,0.00,12.00,0.00,14.00
NAMAN PHARMACEUTICALS,37565,th224,41.14,47.02,36.81,6.00,0.00,0.00,0.00,8.00
DAANYA PHARMA PVT . LTD,1106,th224,40.36,32.31,92.86,2.00,31.91,0.00,0.00,39.00
Oddity Healthcare Private Limited,30248,th224,38.63,33.33,100.00,8.30,23.08,0.00,0.00,0.00
BAYER ZYDUS PHARMA PVT LTD,2183,th224,38.32,75.00,76.32,7.00,25.00,0.00,0.00,0.00
DBR GURGAON,4094,th224,37.68,50.00,83.10,3.00,0.00,0.00,0.00,2.00
S A PHARMA,36999,th224,36.74,34.70,33.50,7.00,0.00,35.00,0.00,18.00
Tynor Orthotics Private Limited,31851,th224,36.32,60.00,100.00,7.00,0.00,0.00,0.00,0.00
BANSAL DISTRIBUTORS PVT. LTD.,32639,th224,36.20,56.99,94.96,2.00,21.31,220.00,0.00,45.00
ARYAN Wellness (P) Ltd.,1144,th224,36.16,59.61,91.43,3.00,16.91,57.00,0.00,459.00
BAJAJ SURGICAL  MEDICAL AGENCIES,2024,th224,35.43,34.48,100.00,7.00,0.00,0.00,0.00,0.00
GOLDEN PHARMACEUTICALS,32348,th224,33.41,50.00,72.22,6.00,9.09,0.00,0.00,8.00
SERVIER INDIA PRIVATE LIMITED,13764,th224,31.14,74.19,61.70,9.00,20.00,0.00,0.00,1.00
Navin Enterprises,1999,th224,30.84,75.00,72.86,5.30,17.65,0.00,0.00,2.00
NOBEL HYGIENE PRIVATE LIMITED,32579,th224,29.97,63.64,100.00,7.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,32513,th224,27.50,33.33,100.00,1.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,82453,th224,26.08,52.94,88.89,1.00,20.00,0.00,0.00,0.00
ZYDUS LIFESCIENCES LIMITED,29855,th224,23.60,70.83,95.83,6.00,12.50,0.00,0.00,0.00
Shivam Enterprises,2559,th224,20.63,26.53,71.43,7.00,0.00,0.00,0.00,2.00
Nidhi Associates Pvt Ltd,770,th224,19.53,27.76,61.66,4.00,1.75,2.00,0.00,49.00
JAINSONS PHARMA,11175,th224,19.43,39.13,54.10,12.00,14.29,0.00,0.00,1.00
J R Sachdeva Marketing,3694,th224,18.23,33.33,36.36,10.00,0.00,0.00,0.00,1.00
MEDIWINGS,986,th224,18.07,10.00,100.00,0.00,10.00,0.00,0.00,0.00
 INDUS PHARMA,108210,th224,17.59,8.89,100.00,4.00,0.00,0.00,0.00,0.00
SHANTI MEDICARES,31852,th224,15.51,31.48,37.94,8.00,25.81,2.00,0.00,39.00
Oberai Pharmeceuticals,5716,th224,13.07,15.38,100.00,0.00,13.04,0.00,0.00,1.00
Ascensia Diabetes Care India Private Limited,30463,th224,11.48,50.00,100.00,7.00,16.67,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,40194,th224,10.84,20.07,100.00,3.00,0.00,0.00,0.00,2.00
SHREE BAIDYANATH AYURVED BHAWAN PRIVATE LIMITED,32627,th224,5.77,20.83,100.00,9.00,0.00,0.00,0.00,0.00
WIN MEDICARE PRIVATE LIMITED,2372,th224,0.96,15.00,33.33,9.00,0.00,0.00,0.00,0.00
SUGANDHA ENTERPRISES,32638,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GAURAV TRADERS,600,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BEDI MEDICAL HALL,7677,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ORDAIN HEALTH CARE GLOBAL PRIVATE LIMITED,38229,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAJRA MEDICAL AGENCY PVT.LTD.,280,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
H.M. MEDICAL STORES,46426,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RUSHABH DISTRIBUTORS,32,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ronakk Enterprises,142,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GARIMA ENTERPRISES,37633,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAU PHARMA PVT LTD,24,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE AMBIKA AGENCIES,20,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE PHARMA,18,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SAI PHARMA,17,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AMENITIES HEALTHCARE,222,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VAISHNAVI MEDICAL CENTRE,6,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED (AR-AMD),37641,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VIJAY LIFE CARE,5,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zenica Pharma,8264,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHIMANLAL SONS MEDICARE PRODUCTS PVT L,70,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bliss Lifesciences LLP,2462,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37487,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKUMENTIS HEALTHCARE LIMITED,8798,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9250,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BACFO PHARMACEUTICALS INDIA LTD,2215,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BECTON DICKINSON INDIA PVT LTD,37845,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED - GURGAON,76558,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GOYAL MEDILINK,798,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KAY PHARMA,55,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHIMASIA DRUG AND SURGICAL HOUSE,2804,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37486,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,32494,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M K SURGICALS,180,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 SRI RAJA RAJESHWARI MEDICAL GENERAL STORES,31875,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MANORAMA MEDICAL ENTERPRISE,400,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEDICAL AVENUE,780,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERHAKI FOODS AND NUTRITION PRIVATE LIMITED,82153,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WINISTA PHARMA,2,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEW GARODIA DISTRIBUTORS,92,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VORA AGENCIES,4,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nirman Associates Private Limited,6850,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OPTIMA MEDITECH PRIVATE LIMITED,100359,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PANSONS DIST PVT LTD,90,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PULSE PHARMACEUTICALS PVT LTD,8424,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ROYAL PHARMA DISTRIBUTORS,34,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TORRENT PHARMACEUTICALS LIMITED,32468,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Samarth Life Sciences Private Limited,32350,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SIDDHIMANGAL PHARMA LLP,13,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAR PHARMA,120,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VISHWAJEET MEDICO,42427,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SIDDHIVINAYAK ENTERPRISES PHARMACEUTICAL DISTRIBUTORS,16,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WALLACE PHARMACEUTICALS PVT LTD,6032,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SERDIA PHARMACEUTICALS INDIA PVT LTD,86,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZIL PHARMA,1,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SARAJU RAY DISTRIBUTORS,240,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SANTACRUZ MEDICAL CENTRE,25,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAI GANESH PHARMA,88,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALNICHE LIFESCIENCES PRIVATE LIMITED,9026,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S K AGENCIES,30,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Riaan Wellness Private Limited,6994,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REAL CHEMIST AND GENERAL STORE,28672,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AURO ENTERPRISE,300,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
K.D.& CO,57,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEHER DISTRIBUTORS PVT.LTD.,50,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KALPANA MEDICAL STORES,274,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LA MED INDIA,1024,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LALCO PHARMA PVT. LTD,784,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GOPAL PRASAD MEDICAL HALL,42426,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHISH MEDICARE,30904,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UNIQUE SALES AGENCY,326,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AJANTA PHARMA LTD,2037,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,30001,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B.A & BROTHERS PHARMA LLP,72,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WELCOME ENTERPRISES,3,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Biocon Biologics India,1130,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,32509,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Target Pharma,80,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TAS MED (INDIA) PVT.LTD.,851,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STERLING PHARMACEUTICAL DISTRIBUTORS,9,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SR PHARMACEUTICALS,10,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SIMAN PHARMA AGENCY,12,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),15,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE PIONEER PHARMA,36,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEBALAYA PHARMACY,32369,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHIVAM DRUG AGENCY,22,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOKANIA MEDICINE TRADERS,288,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHAH & SAVLA,23,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Parekh Integrated Services Private Limited,3613,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EL SHADDAI HEALTH CARE PVT LTD,1306,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PHARMAX DRUG DISTRIBUTORS,37,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NURECA LIMITED,2352,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FRESENIUS KABI INDIA PRIVATE LIMITED,11812,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GALAXYSTAR PHARMA PVT LTD,200,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NIVAAN PHARMACEUTICALS,45,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NAVDEEP AGENCISES NX,47,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N CHIMANLAL & CO. PVT.LTD,48,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
